id_lettera;testo
F.Pepoli1;molt illustr signor cuggin osservandissim fatt ved pallad dissegn facc san petron second l’ordin datom signor illustr ancho sopr ciò dett tutt ment fatt havem raggion insiem gran pezz discors sopr tal mater divers cos egli insomm dov dir parer tropp long scriv nè potrebb dar intend altra manier far dissegn dell dissegn mand piac nessun patis con eccettion diffett par doverrebb fabric fogg seguit ordin princip spes grandissim l’oper tant grand mai fin – import – dissegn portion nè piac mai intier intend mod d’anim disfess disgross tutt part fatt fin bass vech domand todesc medesim pret ritornassen oper altra fogg d’ordin qual ordin assa manc spes princip fin prest cos segu riusc sattis fattion dell intelligent profession d’architettur domand favor ven fatt fin bologn dir dinanz signor l’anim rispost sì volontier poss imagin vogl cred pagandosel spes donandosel scud egli content pertant signor risolv quel piac vegg son buon serv comand tal fin basc man me raccom cuor venet magg signor molt illustr cuggin fratell fab pepol mancatt ogni giorn corteg nepot de santit qual partitt her rom secret disegn rimand post scritt anchor par pallad dui que dissegn patischin diffett egli nondimen tien manc catt quel terrib lia vol mostr diffett dell’un dell’altr eglin son tant poss far ved far dissegn nuov vol scriv affin signor sapp vol far seguit l’oper miglior
F.Pepoli2;molt illustr signor cuggin fratell osservandissim parl nuov pallad raggion sec intention signor sopr negot fabric trov molt desider serv dir par vol compiac manier vorrebb sar necessar nuov dissegn sopr modell bisogn govern vol uscir dell’ordin princip per ella vuol rimand esso offer cons der nuov dissegn man fra l’altr misur ch’egl desider sap vorrebb descrivess qualit cornic son gross escon fuor par pilastr pret grossezz avert bisogn habb riguard vol mand dett dissegn signor l’indrizz man messer marcell littig inform negot suppl absenz me pars assa cort sped strad farl ve nir bologn far tant fattur ogni mod bisogn pag fa dissegn corr spes ne’ corrier port inanz indietr poc sar spes farl ven cost per riport par signor basc man raccom cuor
F.Pepoli3;molt illustr signor cuggin fratell honor pallad poss ven là corr gl’è conven andar fuor terr cert servit risol nondimen vol ven sett man mostr desider grand compiac quel può haut carissim intend restin sattisfatt qui facc fin basc man
G.Pepoli1;illustr signor cont cugin fratell honor par dà signor ser ben chiam qua infat pallad buon piac dandosegl fatic signor dev hav compres prim letter anchor dover far cortes sì ser pur car par quas necessar – acci ello get l’oper insiem – prim partess pigl dic poc lingu esso pensar senz intrar ruin tant grand disf fatt pensar dic pottess ada ttar acomod cos ben over serv dell disegn dat lev stes mall et agiong – pares doversel agiong – alcun cos prim habb intel gent l’hom può far risolution dub homin eccelent sempr pretend miglior arte port siec pecu liar mai trov haves potess far megl anchor senz error comp cos – già vol prosupor fabric habb imperfetion cred cert n’habb – desiderar possibil s’emendaser mod ben total disip pot far manc per pregar nov ritorn valenthom vol parl intend rispost dic sopr intention cas ch’ell part diriz lett messer marzell litig el pregar vol amor pigl fatic far quest’offit hom ben rend prim rispost signor offitial d’anim far poi ser dov dat comp negot
G.Pepoli2;molt magnif messer andre fratell tribil mand disegn fatt second l’ordin dattogl signor vol mostr bolognin qual dett qualc cosett tribil ve l’avisar vol ancor rimov gnic intend sar stat gran sconquass tutt facc dett piac han poi dett serr lastr signor vedd pur quel par ben segu sol par preg haver raccomand quest’oper oltre virtù conoscer prim cred me cos l’ha mess tant concett part dir poss preg nov haver raccomand servit dio sant beneffit insiem preg d’espedition poss dar princip esequ oper – dir per preg voler sottoscriver nom quel mand raccomand signor figliol compagn stess comand poss serv
G.Pepoli3;magnif eccellent messer andre fatt second sagom disegn provision de pietr far cantonier tutt facc sin port piccol chies san petron quand cred dar princip fabric trov maggior confusion travagl prim capit citt alcun architett homin dissegn compagn signor ferrant vittel altri qual hav ved consider disegn facc disser essi pare cos imposs accomod todesc vecc tant discrep l’altr aduc molt dub raggion altre cos qual tutt mand cop dic dubit canton port tal pes hav intes dett canton esser stat riemp confus butt giù calcin pietr et calcinac guis fond mur man pens dovess port tal caric insomm sar assa toller nonost molt imperfection qual paren esser part corregg già princip seguit ordin todesc giong tant divers discrep stat ferm disegn sap intelligt valor ancor vol avis opposition fan preg – quand conoscess cos alcun fatt – vol dir parer liber tant differiss scienz author par sol dar ver mod temper impres qual cos poss cald preg offer a’ piacer prontissim
Vasari1;eccellt illustrissim signor lod assa piac quadr crist mort fatt cardinal grat signor reverendissim quand sapr teng camer averl appress sè sent god egli volentier graz fatic sien preg simil tant ritorn man assa megl lass part eccellt content facc quadr drentov ritratt magnif lorenz vecc abit egli posit cas vedrem pigl ritratt somigl cav l’effig vis restant pens farl invenzion piac eccellt ancor sapp megl me l’azzion singularissim rarissim cittadin desider ritratt accompagn quegl ornament gran qualit freg vit ancor ornatissim sè fac sol faroll adunqu sed vest d’un vest lung pavonazz foder lup bianc man ritt pigl fazzolett pend coregg larg all’ant cign mezz appicc scarsell vell ross uso bors bracc ritt pos pilastr fint marm regg un’anticagl porfid dett pilastr test bug fint marm mord lingu scopert man magnif lorenz zoccol intagl faravvis drent lett “sicut maiores mih ita ego posteris mea virt preluxi” sopr fatt mascher bruttissim figur viz diac front conculc purissim vas pien ros viol lett “virtus omnium vas ” arà vas cannell vers acqua appartat infilz mascher pul bellissim coron laur front lett ver cannell “premium virtutis ” dall’altr band medesim porfid fint lucern all’ant pied fantast mascher bizzarr cim mostr l’ol poss mett fra corn front cos cav bocc lingu facc papir cos facc lum mostr magnif lorenz govern singul sol eloqut ogni cos massim giudiz fe lum a’ discendent cotest magnif citt cagion eccellt satisfacc mand pogg manc pover virtù dandov quel ch’i poss suppl eccellentissim giudiz dett messer ottav de medic dat scus appress sap tant eccellt illustrissim so poss cuor raccom
Vasari2;ecco ch’i fin ritratt duc cos part eccellt ve mand cas nell’orn eccellt confid tropp me par ch’i abbi gen conf died camp liber ch’i invenzion second capricc essendol molt satisfatt ch’i ritratt magnif lorenz vecc so l’ar satisfatt molt maggior suggett nè fors ancor signor content tener chi cuor arò car consider minut acci poss avvert qual cos bisogn acconc nient innanz mostr fin l’anim altro satisf l’anim sì alto onor princip obbed graz ten luog figliuol arò fatt nient buon dat colp buon fortun ch’i poss sap sforz fatic impar possibil esser men grat alessandr medice apell magn macedon ora eccov qui sott signific quadr l’arm indoss bianc lustrant quel medesim specc princip dovrebb esser tal popol potessin specc azzion vit l’ho armat cap man fuor vol mostr esser par amor patr ogni difension public particul sied mostr possession pres man baston domin d’or regg comand princip capit dret spall esser pass rovin colonn edifiz figur l’assed citt l’ann strafor d’un rottur ved firenz guard intent gl’occ fa segn ripos sendol sopr l’ar tutt seren sied tond sied sopr princip nè fin mostr regn perpetu que’ tre corp tronc piè dett sed tre pied send numer perfett popol guid second vol sopr comand nè bracc nè gamb convertes fin figur zamp leon esser part segn citt firenz evvi mascher imbrigl cert fasc figur volubil vol mostr que’ popol instabil leg firm castell fatt l’amor sudd port eccellt quel pann ross mezz sed corp tronc mostr sangu s’è spars sopr repugn grandezz illustrissim cas de’ medic lemb copr cosc dell’arm mostr cas medic stat percoss sangu mort giul fer lorenz vecc quel tronc secc laur mand fuor vermen diritt fresc frond cas de’ medic già spent person duc alessandr dev crescer prol infinit elmett tien cap terr abbrusc etern pac proced cap princip buon govern fa star popol colm letiz d’amor ecco signor sap far pensier man ciò grat poi grat signor maggior don poss dar molt l’oscur cos l’intenderebb amic servitor strett poch vers quel ch’i dett tant righ parol vedr vann nell’orn epitaff arma quid urbis amor quem alta ruin hostes sell rotund quid hec res sin fin notat corpor trunc monent tripod quid vinct triunfum hec tegit unde femur purpur sanguis erat quidquoqu sicc virens medicum genus indicat arbos cassid ab ardent quid fluit alma quies
Vasari3;poi fortun volt l’anim vers esser lum gran patr sper celest dell’element fuoc quel gener terr vol gran fur trov moltitudin unend esso cos desider ver ogni forz industr accost lum conosc esser affezzionatissim domin sfren cavall esser oblig incomprens mer ringraz ciel fortun sort d’ess abit sott e’ felic tett gran cas de medic sempr gett vamp odor splendor remuner gl’afflitt tener cont virtù pars esser interven mattin de cinqu dicembr veder sacr castell eccellt pars dic farvel not acci concord insiem voc unit dir “nos qui vivimus benedicimus domin ” fatt el cors appunt l’auror quand giuns giugn punt appresent innanz port castell appar fuor d’ogn ordin d’appar volt tramontan altar adorn bellissim brocc altre appartent ecclesiast solenn pomp adorn allat sed addobb episcopal ven reverendissim marz postos sed sopr spogl dell’ab ordinar sempr salmegg antifon respons altri salm appress cominc vest dell’ab pontifical grandissim cerimon poi stuol voc alcun contrapunt cominciorn “spiritus domin super orbem terrarum” dand odorifer incens profum all’alt particul poi band dett castell dov serv udi “chirie” par fuss cant voc celest terr par liet “gloria” ch’i sent inton reverendissim rispost moltitudin trombon cornett voc cert inchin dolcezz test quand sonn intorn fuoc interrott dall’or carl quint udi voc tonant seguit appress soggiunsec “famul alessandr dirig eum secundum tuam clementiam viam salutis eterna ” sent poi esplic pietr giovann sammar molt molt miracol mett man addoss molt pigl spiritusant fin concent trombon cominc “ven sanct spiritus” poi seguit vangel dopp inton “credo” rispost assa rumor ode quaresim pont vecc intorn cest tinc finir cantor ricominciar ripos vers va dopp tal riducem “prefatio” tant cirimon d’or ch’i pensa d’accozz cen desin medesim temp venn termin lev alto signor già s’incominc ved compar capitan armat alcun arme divinissim rassembr trionf scipion second guerr punic pass quattr quattr distend invers corn sinistr volt spall vers levant nell’ultim cod quarant pezz d’artiglier qual quattr par buo ciaschedun tutt nuov l’arm ducal bellissim garb adorn uliv seguit alcun carrozz pien pall tramezz mul caric bariglion polv altri strument bellic qual l’aspett ari mess paur mart ved tal volt bianc aspett esser strument mett tal mors l’ha mess tant fin mess benedizion par veness ciel mess eccellt inginocchion a’ piè reverendissim capit man stanc capit fedel servitù tal prem nom messer pier anton parm lett reverendissim parol appunt l’ordin eccellt institu capit moltissim interess nell qual contien salvazion dell’anim dann oblig giur capit conosc altro padron duc interven altro dio ce guard rest pot carl d’austr quint de gl’altr titol imper dat bandier baston ore diciannov min tre second ch’i possett ved frat carmin quadrant man accompagn cammill golpai giur som d’oriuol squadr archipenzol regol centin ciel terr ven termin terz punt sent rumor d’artiglier tromb archibus grid par ciel terr ‘l mond rovin tant cavall anitr fur paur romor ste’ un’or innanz volt vedessin’ chiar quantit fum molt signor cominciorn accompagn el capit castell abbracc molt amic alzat prim punton stendard prim segn ces particular segn usa poi gl’altr stendard ducal qual vent grec scherz cominciorn poi seguit capitan sold quattr quattr abbigl manier mai vid tal bravur alcun archibus bellissim nè alcun fuss armat arme bianc molt ancor armat arme ner magl ven poi insegn alcun partigianon divinissim ari combatt folgor giov stup ferma ved gran copios picc vergogn ce ved nessun d’abet tutt frassin vell mezz ricam alcun var intagl numer ottocent son sicur ari combatt schi dopp passa poi drent ved sù mur circond attorn pien sold coron giog de’ mal content cos umil superb conculc leon umil mansuet agnell cos pag temp domened novissim prim prim novissim “mult sunt voc pauc ver elect ” part adunqu torna intenzion farv partecip tant graz don ben felic chiam poss vist pessim secul mors pastoi già serviv cavall degl’altr ora leg imbrigl febbric leon cred bisogner esser udir mugh orrend quegl poss udir nomin nom domin qual son simil tizzon spent nell’acqu princip fa fum assa calor ven all’ar temp s’ammorz dar fin ragion dic riceve alli pass me car zuccherin monac a’ frat ver ragion voler ben signor dit aver ciò pers nient cred graz eccellt ama buon manier port affezion port bizzoc de’ zoccol san francesc dic legg divinissim piacqu sar piac stamp ce l’avess mand perd divin risplend esce fa fed l’altr scrittam less minut dicend’ ella altre princip cert so perdon vagl messer pietr s’i entro tropp là incolp me incolp l’amor affezion port acci credess fuss stat’ sub lett aspett udir legg benefiz va dret sort de’ lott raccols desider quel punt mand sorell cinquant scud man messer ottav legg capitol sogghign diss “io vogl far letter pag e’ cinquant scud sien d’or sol esser de’ medic degl’albergotti” rallegr present dov ven lumac ascendent mand letter camb sorell pag sub lasc cur là aret rispost scord che’l cogn ven qui signor otto desider sapp amor fatt fatt addì died l’anel cel present signor otto gualtier bacc desider lett vol altro fogl manc dio oblig messer pietr murator duc alessandr pens mai mai poter men tant ch’i disoblig sel diavol vuol ch’i test mand dov già vegg star dipint forz disegn color ril muov ingann bugiard gl’occ d’ogniun cred ved spir nessun content nè felic me avendol innanz dar volt trabocchett sien stup manier messer tiz dar tant som graz calcin va castell duc basc man volt fac sap ch’i serv l’anim ment quor desider predic quaresim ver medic malatt ver pampep l’ogniss ricord guard tant test vad fum oli ugners barb gentilissim messer girolam carp scritt letter temenz amor port nov mus par esser gran sicumer dirl vulg fa profession segretar impos ch’i scus raccomand so bisogn send second element cort dio mer ogni person don graz gentilezz virtù dev ogni gran carr benevolt lasc firenz alli dicembr
Vasari4;giust desider protezion pres me ten luog figliuol desider aver ved qualcos man fà sforz mand quest’altr spacc lorenzin corrier de quattr carton mess oper camer canton palazz de’ medic molt anni logg public fuss son tropp gran fasc rob sol resol mand quattr n’un’medesim rinvolt dir ben l’invenzion rest mand conosc andar figur de’ pann mot dell’affett manier qualit de gl’altr illustrissim duc port tant affezzion a’ fatt iul ces egli segu vit viv serv va molt anni palazz pien tutt stor de’ fatt egli mai cos vol stor son pur grand pien figur d’altezz simil viv prim verr man quand egitt tolome azzuff mar nav dell’un dell’altr egli vist pericol perd butt nell’ond not anim bocc port vest imperial dell’eserc man libell de’ comentar l’altr not pervenn sicur riv son barc lanciator dard seguit tir l’offendon mai vedr fatt là zuff igniud combatt mostr prim stud dell’art osserv poi stor armat ciurm gale combatt anim vinc pugn contr nimic ella piac grat poi desider patr a’ giorn dipintor quegl man parl figur par iddi abbi satisfatt volont preg me pong cant giovinezz cupid de’ piacer bont spess l’intellett svi dovent steril quind può partor que frutt nutr nom dopp mort bastan parol sol messer pietr car volt l’anim esser famos farl esser famosissim fra bellissim ingegn dubit affatic tant prest ciel forz ved fà favor arezz trov fussin mai pittor mediocr potrebb cos fior nell’ lett romp ghiacc me seguit cominc stud torn second carton figur nott luc lun mostr lum abbacin figur ces lass l’arm nav molt eserc sù riv fuoc molt altre fortif sol barc tempest mar scamp marinar andand contr fortun dubit sè dol egli diss “non dubit port ces ” sonv ancor marinar travagl da’ vent barc dall’ond molt artific terz quand present tutt lett pompe amic scritt ces egli arder mezz a’ cittadin n’un’gran’ fuoc so piac assa l’ammir quel popol molt serv chin soff fuoc altri port legn lett libell comand ces essendov e’ cap de gl’eserc intorn ved quart ultim onor trionf intorn carr moltitudin re prigion buffon schern carr statu espugn citt l’infin numer spogl preg l’onor de’ sold intermess temp far altre cos eccellt per mess ancor oper ben tre sopr son fin color ora stat san ricordat me desider dì ved salut part sansovin tiz quand aret cost carton mand degnat mand dir parer cos giudiz lasc
