AGR_Audience257-BIS_007;r molt magnif signor convien tant servit maest cotest gent conduc s’avanz arriv qua prim dar sè nell’occasion s’andr porg quel segnal sagg ch’i promett valor cos honor soldatesc
AGR_Audience257-BIS_008;r molt magnif signor promett diligent buon ordin condott cotest gent satisfattion dov servit maest ala confidt teng procur sopr ’l procced general ciascun particol convenient disciplin osserv m’è pars per d’incaric nuov giorn tant maggior cur teng man succedin inconvenient viagg anzi gastighin sever par conven disordin verrann notit assicur cotest soldatesc pri trov prontissim favor mer ciascun corrispond accord nell’occasion porg sudett real servit ala buon volunt aspett qua stat svi franc cost molt sold potr facil segu l’istess cotest tropp necessar v’incar espress teng gl’oc apert ala mir maest ric cos notabil deservit cas dal’illustr duc lorrain pass stat fatt instant potr segu tratten là assistent altro effett scus hav tal ordin prosegu camin ordin altro proccur far ogni diligent m’occorr signor guard cons brusselles a’ agost piac alessandr farnes capit biag capozucc v molt magnif signor biag capizuc capit cavall re signor
AGR_Audience257-BIS_009;r molt magnif signor so ben presc v’incarica part qua fatt poi volt incit oltre sol zel servit maest super prestezz diligent qualsivogl occasion difficult caus dilation ala ven arriv qua gent rend cert necessar torn rinfresc memor sollecit davantagg
AGR_Audience257-BIS_010;r molt magnif signor corrier mil m’è stat sped diligent ricev letter pass ved diligent trasfer là hav negot signor duc terranov denar necessar offitial hav dat pass avant vers parm peser rom perch’ qualsivogl dell dett luog m’assicur user diligent tant raccomand conosc convien – sì stagion s’avanz frett dann heret lev – ricord anzi aspett qui inanz avis incamin manier ch’el poss aspett temp s’and pens senz manc intes signor duc terranov hav ancor ordin maest cont lev poi maest me scriv arriv ancorc proced eccellt tant zel tocc servit maest mostr me tant volunt favor sper causar manc alcun seben m’assicur signor cont d’olivares hav trov medesim buon corrispondt lasc scriv nuov par l’abbreviation negot tant import circ denar pag gent passagg savoy difficult poic ’l signor duc ordin mod proved tomas fiesc mancar – oltre mand mod pot far – tant amorevol affetion servit maest amic suppl amministr giustit veng gent regol fo part qui dottor pompon cast l’offit d’auditor dov ricord rest dubb venir armat dett gent corsalett resta d’avis hor dic hav fatt cerc form qua sar armarl arriv trov ver c’è sich conven veng tutt armat ben sold hav cur confid seben v scriv signor duc terranov so import vigil avvert fugg l’inconvenient suol esser tant ordinar sold travagl viagg gettin via dett arme part d’ess necessar trov form poss condurr dov esser facil poic potr usar medesim s’è usat tant passagg spagnol d’altr nation tocc usar qualc diligent venghin prim possibil mill corsalett tremil morion do ordin venghin d’ital riarm infanter spagnol qua ritrov desider manc far confid rest preg signor cons desider camp sopr l’esclus a’ lugl piac alessandr farnes capit capizucc v molt magnif signor biag capozucc capit cavall maest
AGR_Audience257-BIS_011;r illustr signor seben m’è punt nuov signor fa intend l’ultim circ l’assistent dat ala lev de’ sold capitan invi cost me ten far proccur mezz calor super tutt difficult attravers m’è stat per gratissim sap part oltre servit notabil result ale maest divin human riconosc ciò dall’amorevolezz rend molt grat certific occasion satisfattion servit lasc mostrarlen particol memor gratitudin capit fiorav testimon signor fa zel occasion cumpl l’obblig ringrat degl’avis dà cos cost rest offer nuov preg signor cons prosper spa a’ agost signor com alessandr farnes mar capizucc v all’illustr signor signor mar capizucc
AGR_Audience257-BIS_012;r molt magnif signor conven servit maest re signor serv andat franc compagn cont galv anguisciol m’è pars d’avvert giunt ordin incaric ricev v’incammin sub dett due compagn ala volt bins banais pigl camin calfad aspett d’intender cos segu rest preg signor ogni ben brusselles all’ultim lugl piacer alessandr farnes biag capizucc v molt magnif signor bias capozuc capit cavall re signor brusselles ultim lugl
AGR_Audience257-BIS_014;r molt magnif signor conform quel resol conferitov voc convien servit maest incamin sub compagn cavall bagagl vers frontier franc pigl cammin s’è disegn senz ecced negl’allogg s’hav far gl’ordin avvert commessar deput citt lieg ministr qual converr port deb rispett sopr ten man ogni diligent possibil cammin succedin disordin nè inconvenient confid dev sol prudent descretion poic sap concorr sudett real servit satisfaction rest preg signor cons prosper brusselles a’ xxi lugl piacer alessandr farnes biag capizucc v molt magnif signor signor biag capizucc capit cavall re signor alessandr brusseles lugl ordin d’and franc
AGR_Audience257-BIS_015;r instruttion ’l capit biag capozuc viagg dev far ital servit maest cont lev infanter italian far riemp due terz essa qua ritrov part qui post ogni esquis diligent volt d’ital dispacc consegn qui abbass andrann dichiar
AGR_Audience257-BIS_016;r illustr signor cos viv sicurissim buon volunt signor vers me tutt cas hav tant prov conosc de’ amorevol affettion d’ess cos dev tener ferm ment mai cad nè cad altro pensier nè qualsivogl relation giorn potess ven fatt d’effett mai accad potess ambigu zel mut sin⟨c⟩er oppinion person attion teng quand altro avveniss ben intend signor termin modest parer conven sap molt ben manc buon intention potr succed sempr haver luog riserv appress me giustification discar quand bisogn onde necessar ciò far offit mezz cosim secretar par habb vol far sì ben preg sgombr ment ogn’oppinion potess haver contrar assicur buon volont vers tutt cas offer nuov pront impieg ogni gust comod present altro rest preg signor prosper cons l’illustr person signor può brusselles a’ giugn signor servit alessandr farnes cont sansecond v all’illustr signor signor cont san second ali giugn brusselles signor duc parm ricev alli letter signor duc allessandr troil ross qual assicur dub nè mai dubit zel buon volont giugn
AGR_Audience257-BIS_017;r molt magnif signor vist fat intend due degl’ xi present ben pot rend cert sì fatt sempr stim dev person cos disporr sempr proccur accresc benefic sodisfattion compagn me sempr ben vist stim avanz obblig mer attion qual rest sodisfattissim circ particolar conteng medesim m’occorr dirv rispost set sol compagn pat commod molt’altr trov nell’istess peggior termin necess ritrov paes villagg vill – cotest particular – cos essaust continu gravezz distruttion caus particol consideration commissar general cavalier cigogn conven ten pariment ala distribution repart sustent restant necessar convien far sich proccur aiut megl potr quel accord ten man conform scriv l’alleg osservin ordin dat sold contravenghin essi guardin disordin oltragg cotest burges desesper sien necessit dishabit vill redunder diservit notabil maest confid sol discretion rest compl satisfattion incaric davantagg ringrat present hav invi calzett m’è stat accettissim molt l’amorevolezz l’ha caus
AGR_Audience257-BIS_018;r illustr signor poic piac signor iddi richiam sè capit ludov figl necessar darsen pac usar ciò prudenz signor sol me poss dirl altro sent infin dispiac haver pers person carissim dolor verisimil dov partor qual amo manier sa sì me condogl insiem essort poss consol tant ordin l’assistt signor camill fatt quel human pot andat grat dio l’offer raccom dio guard prosper camp fermontier d’april signor illustr piac alessandr farnes signor mar capizucc v all’illustr signor signor mar cappizzucc rom
AGR_Audience257-BIS_019;r molt magnif signor conven gent guerr maest trov cost teng person cap superintendent essa valor diligent habb caric sol quel tocc fin d’allogg ovvi gl’inconvenient disordin manc superior potr succed quegl’effett l’occasion porg real servit maest resol deput ciò signor marches varambon caval qualit part sap d’avvert incaric espress sol riconosc rispett tal corrispond sec ogn’occort richiest pront diligent person compagn quell’assistent pot cos richied sudett real servit promett prudent discretion fin preg signor cons prosper brusselles a’ febrar piac alessandr farnes capit biag capozucc v molt magnif signor signor biag capozucc capit cavall re signor
AGR_Audience257-BIS_020;r all’illustr signor signor giovann more commend illustr signor conform – sì lett bocc – intes discors dichiaratol sopr nuov maggior augment soccors bisogn caus cattol franc ’l pericol present trov citt parig conservation nonost propr somm necess l’impossibil prov ne’ temp corrent gent liber real felicissim stat poss dispon senz evident pericol possied ben signor not va mastr camp camill capizucc terz d’infanter italian ordin unisc caric de’ vallon tien sott sè capit tenent colonell martin mont cavaller capit giorg cres acci tant megl s’assicur servit pret dett mastr camp instruttion cop vedr communic corrispond signor l’ambasc don bernardin mendozz ministr maest consegl qualchedun d’ambedu trov man confid darann reciproc ciaschedun part avvertt diligt richied occasion potrebb offer necessar import fin pret vols torn avvis medem person dett mastr camp signor illustr signor guard accresc può brusselles l’ultim magg servit signor alessandr farnes
AGR_Audience257-BIS_021;r molt magnif signor conform hav appunt resol mand cent fant cio italian wallon qual havrann repart form cio dell’un l’altr nation gaeth ’l medesim restant bolduc vech ciascun due luog mett sold cavaller ben conosc confident vigilant diligent valor habb caric superintendent proccur sol conservation securezz luog incaric viv procced disciplin permett disordin nè inconvenient alcun havr particol pensier poic rimett ala discretion prudent far l’elettion due cap sudett richied m’occorr signor guard cons camp vicin berghes a’ ottobr piac alessandr farnes capit biag capozucc v molt magnif signor signor biag capizucc capit cavall re signor
AGR_Audience257-BIS_022;r molt illustr signor rallegr infinit ved letter signor dell vigil diligt buon zel mand avis cumpl bisogn servit d’idd sant caus maest dandoc raguagl vien avvis monsignor del chappell
AGR_Audience257-BIS_023;r illustr signor intend già arriv bergues molt barc caric gent nott pens nimic intent ventur desider gent ritrov far servit maest vallon dev esser uscit gant insiem incar cald ogni sforz d’arriv ancorc fuss qualc hor nott perd l’occasion ric person gent vien tal effett servit pret anim vallon faccin medesim signor cons prosper può bevr a’ marz servit alessandr farnes camill capizucc v all’illustr signor signor camill capizucc capit d’infanter italian govern terc mastr camp mar cardovin re signor marz ’
AGR_Audience257-BIS_024;r seben necessar ch’ell rendess grat compagn d’archibusier cavall ch’i impieg capit biag fratell pot ella promett buon volunt tutt cas ogni prontezz avanz proccur ogni benefic sodisfation per stat gratissim l’amorevol testimon dà giunt continu affetion port person assicur l’occasion gl’effett quel man potrann far conosc ugual correspondent desider teng giov sempr me offer raccom preg signor cons lier a’ xx giugn piac alessandr farnes mar capozzuc v molt magnif signor signor mar capozucc rom
AGR_Audience257-BIS_025;r cop illustr signor cos viv sicurissim buon volont signor vers me tutt cas hav tant prov conosc de’ amorevol affetion d’ess cos dev tener ferm ment mai cad nè cad altro pensier nè qualsivogl relation unquam potess ven fatt d’effett mai accad potess ambigu zel mut sincer opinion person attion teng
AGR_Audience257-BIS_026;r molt magnif signor man capit lodron ricev dell present ved contien circ ’l proced buon govern rest satisfattissim ben rincresc disordin segu fra l’alf gravin poic hav rimess caus ne’ superior cost ten occorr dir altro attes cos conven persuad simil accident succed altro inconvenient cos desider segu v’incar far
AGR_Audience257-BIS_027;r molt magnif signor nonost altra habb scritt incaric compagn incamminassin volt maggior diligent possibil m’occorr hor dirv congiung restant cavaller borgognon cost trov essa incammin qua conform avvis giovann battist de’ tassis cos convien servit maest m’assicur conformar quind m’istend oltre signor prosper content de tournay a’ giugn alessandr farnes biag capizucc v molt magnif signor signor biag capizucc capit d’archibusier cavall re signor
AGR_Audience257-BIS_028;r molt magnif signor conform appunt proccur tutt diligent possibil gent pass tutt giorn incammin bagagl d’ess volt lier ricev mand letter lanzavecc doverr manc d’effettu altro present signor cons guard bieveren a’ lugl piac alessandr farnes biag v molt magnif signor biag capizucc capit d’archibuser cavall re signor
AGR_Audience1398-6_001;r cop molt magnif amatissim present rest particip bonific andav cost quel castell termin hav condott fortificacion esso com molt com’anc diligent usav traten borges terr paesan cultiv teren andar continu ogni acuratezz l’unic remed conservation paes procur d’ampar paesan sien travagl altre guarnigion circonvicin confid promett atend sempr al’honor reputation sonn virtù l’hom felic beat monition cos viver guerr provision necessar temp
